influencedBy/0/values,influencedBy/1/values,influencedBy/2/values,influencedBy/3/values,influencedBy/4/values,influencedBy/5/values,influencedBy/6/values,influencedBy/7/values,genre/0/values,genre/1/values,genre/2/values,influenced/0/values,influenced/1/values,influenced/2/values,influenced/3/values,normnationality,vid,birthDate/0/values,normbirthdate,normname,URI,normdes,genre/3/values,influencedBy/8/values,genre/4/values,genre/5/values,genre/6/values,genre/7/values,genre/8/values,influencedBy/9/values,influencedBy/10/values,influencedBy/11/values,influencedBy/12/values,influencedBy/13/values,influencedBy/14/values,birthDate/1/values,influencedBy/15/values,influencedBy/16/values,influencedBy/17/values,influenced/4/values,influenced/5/values,influenced/6/values,influenced/7/values,influenced/8/values,influenced/9/values,influenced/10/values,influenced/11/values,influenced/12/values,influencedBy/18/values,influencedBy/19/values,influencedBy/20/values,influencedBy/21/values,influencedBy/22/values,influencedBy/23/values,influencedBy/24/values,influencedBy/25/values,influencedBy/26/values,influenced/13/values,influenced/14/values,influenced/15/values,influenced/16/values,influenced/17/values,genre/9/values,genre/10/values,genre/11/values,genre/12/values,influencedBy/27/values,influencedBy/28/values,influencedBy/29/values,influencedBy/30/values,influencedBy/31/values,influenced/18/values,influenced/19/values,influenced/20/values,influenced/21/values,influenced/22/values,influenced/23/values,influenced/24/values,influenced/25/values,influenced/26/values,influenced/27/values,influenced/28/values,influenced/29/values,influenced/30/values,influenced/31/values,genre/13/values,genre/14/values,genre/15/values,influenced/32/values,influenced/33/values,influenced/34/values,influenced/35/values,influenced/36/values,influenced/37/values,influenced/38/values,genre/16/values,genre/17/values,genre/18/values,genre/19/values,genre/20/values,genre/21/values,genre/22/values,genre/23/values,genre/24/values,genre/25/values
http://dbpedia.org/resource/Fyodor_Dostoyevsky,http://dbpedia.org/resource/Jacques_Lacan,http://dbpedia.org/resource/Raymond_Chandler,http://dbpedia.org/resource/Stéphane_Mallarmé,http://dbpedia.org/resource/Louis-Ferdinand_Céline,http://dbpedia.org/resource/Jorge_Luis_Borges,http://dbpedia.org/resource/Samuel_Beckett,http://dbpedia.org/resource/William_Faulkner,http://dbpedia.org/resource/Crime_fiction,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Absurdist_fiction,http://dbpedia.org/resource/Christopher_Moore_(author),http://dbpedia.org/resource/Michael_Chabon,http://dbpedia.org/resource/Bill_Bryson,http://dbpedia.org/resource/Steven_Wright,American,110344312,1947-02-03,1947-02-03,Paul Auster,http://dbpedia.org/resource/Paul_Auster,"Novelist, poet, essayist, screenwriter",,http://dbpedia.org/resource/Arthur_Rimbaud,,,,,,http://dbpedia.org/resource/Raymond_Carver,http://dbpedia.org/resource/Dashiell_Hammett,http://dbpedia.org/resource/Maurice_Blanchot,http://dbpedia.org/resource/Paul_Celan,http://dbpedia.org/resource/Charles_Baudelaire,http://dbpedia.org/resource/Charles_Dickens,,http://dbpedia.org/resource/Edgar_Allan_Poe,http://dbpedia.org/resource/F._Scott_Fitzgerald,http://dbpedia.org/resource/Franz_Kafka,http://dbpedia.org/resource/Jason_Thornberry,http://dbpedia.org/resource/Steven_Hall,http://dbpedia.org/resource/Hideo_Kojima,http://dbpedia.org/resource/Jonathan_Lethem,,,,,,http://dbpedia.org/resource/Henry_David_Thoreau,http://dbpedia.org/resource/Herman_Melville,http://dbpedia.org/resource/James_Joyce,http://dbpedia.org/resource/Knut_Hamsun,http://dbpedia.org/resource/Kurt_Vonnegut,http://dbpedia.org/resource/Leo_Tolstoy,http://dbpedia.org/resource/Ludwig_Wittgenstein,http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Miguel_de_Cervantes,,,,,,,,,,http://dbpedia.org/resource/Nathaniel_Hawthorne,http://dbpedia.org/resource/William_Shakespeare,http://dbpedia.org/resource/Albert_Camus,http://dbpedia.org/resource/Jacques_Derrida,http://dbpedia.org/resource/Edmond_Jabès,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Science fiction, Space opera",,,,,,,British,39546001,1960-03-02,1960-03-02,Peter F. Hamilton,http://dbpedia.org/resource/Peter_F._Hamilton,English Novelist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Philosophical_fiction,http://dbpedia.org/resource/Paranoid_fiction,,,,,American,27063583,1928-12-16,1928-12-16,Philip K. Dick,http://dbpedia.org/resource/Philip_K._Dick,American science fiction writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Philosophical_fiction,http://dbpedia.org/resource/Paranoid_fiction,,,,,American,27063583,1928-12-16,1928-12-16,Philip K. Dick,http://dbpedia.org/resource/Philip_K._Dick,American science fiction writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Philosophical_fiction,http://dbpedia.org/resource/Paranoid_fiction,,,,,American,27063583,1928-12-16,1928-12-16,Philip K. Dick,http://dbpedia.org/resource/Philip_K._Dick,American science fiction writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Time_travel,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Historical_fiction,http://dbpedia.org/resource/Greg_Bear,http://dbpedia.org/resource/Gregory_Benford,http://dbpedia.org/resource/Michael_Moorcock,,American,12304119,1926-11-25,1926-11-25,Poul Anderson,http://dbpedia.org/resource/Poul_Anderson,American science fiction writer,http://dbpedia.org/resource/Science_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Time_travel,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Historical_fiction,http://dbpedia.org/resource/Greg_Bear,http://dbpedia.org/resource/Gregory_Benford,http://dbpedia.org/resource/Michael_Moorcock,,American,12304119,1926-11-25,1926-11-25,Poul Anderson,http://dbpedia.org/resource/Poul_Anderson,American science fiction writer,http://dbpedia.org/resource/Science_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Science_fiction,,,,,American,12305881,1920-08-22,1920-08-22,Ray Bradbury,http://dbpedia.org/resource/Ray_Bradbury,American speculative fiction writer,http://dbpedia.org/resource/Social_commentary,,http://dbpedia.org/resource/Horror_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Science_fiction,,,,,American,12305881,1920-08-22,1920-08-22,Ray Bradbury,http://dbpedia.org/resource/Ray_Bradbury,American speculative fiction writer,http://dbpedia.org/resource/Social_commentary,,http://dbpedia.org/resource/Horror_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Science_fiction,,,,,American,12305881,1920-08-22,1920-08-22,Ray Bradbury,http://dbpedia.org/resource/Ray_Bradbury,American speculative fiction writer,http://dbpedia.org/resource/Social_commentary,,http://dbpedia.org/resource/Horror_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Science fiction, fantasy, horror",,,http://dbpedia.org/resource/Stephen_King,http://dbpedia.org/resource/Joe_Hill_(writer),http://dbpedia.org/resource/Richard_Christian_Matheson,http://dbpedia.org/resource/Chris_Carter_(screenwriter),,85394787,1926-02-20,1926-02-20,,http://dbpedia.org/resource/Richard_Matheson,American fiction writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Fyodor_Dostoyevsky,http://dbpedia.org/resource/Jean-Paul_Sartre,http://dbpedia.org/resource/Søren_Kierkegaard,http://dbpedia.org/resource/James_T._Farrell,http://dbpedia.org/resource/Gertrude_Stein,http://dbpedia.org/resource/H._L._Mencken,http://dbpedia.org/resource/Jack_London,http://dbpedia.org/resource/Marcel_Proust,"Drama, fiction, non-fiction, autobiography",,,http://dbpedia.org/resource/James_Baldwin,http://dbpedia.org/resource/Ralph_Ellison,http://dbpedia.org/resource/Amiri_Baraka,http://dbpedia.org/resource/Gwendolyn_Brooks,"American, French",34464524,1908-09-04,1908-09-04,Richard Nathaniel Wright,http://dbpedia.org/resource/Richard_Wright_(author),"American novelist, writer",,http://dbpedia.org/resource/Sinclair_Lewis,,,,,,http://dbpedia.org/resource/Albert_Camus,,,,,,,,,,http://dbpedia.org/resource/David_Mitchell_(author),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Edgar_Rice_Burroughs,http://dbpedia.org/resource/H._G._Wells,http://dbpedia.org/resource/James_Branch_Cabell,http://dbpedia.org/resource/Mark_Twain,http://dbpedia.org/resource/Rudyard_Kipling,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Science_fiction,,http://dbpedia.org/resource/John_Varley_(author),http://dbpedia.org/resource/David_D._Friedman,http://dbpedia.org/resource/George_R._R._Martin,http://dbpedia.org/resource/Iain_Banks,American,12309757,1907-07-07,1907-07-07,Robert A. Heinlein,http://dbpedia.org/resource/Robert_A._Heinlein,American science fiction writer,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Jerry_Pournelle,http://dbpedia.org/resource/Larry_Niven,http://dbpedia.org/resource/Neil_Gaiman,http://dbpedia.org/resource/Tom_Clancy,http://dbpedia.org/resource/Allen_Steele,http://dbpedia.org/resource/Dean_Koontz,http://dbpedia.org/resource/Spider_Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/H._P._Lovecraft,,,,,,,,http://dbpedia.org/resource/Crime_fiction,"Science fiction,",http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Stephen_King,,,,American,105246668,1917-04-05,1917-04-05,,http://dbpedia.org/resource/Robert_Bloch,"Novelist, short story writer",http://dbpedia.org/resource/Horror_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/H._P._Lovecraft,,,,,,,,http://dbpedia.org/resource/Crime_fiction,"Science fiction,",http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Stephen_King,,,,American,105246668,1917-04-05,1917-04-05,,http://dbpedia.org/resource/Robert_Bloch,"Novelist, short story writer",http://dbpedia.org/resource/Horror_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/H._P._Lovecraft,,,,,,,,http://dbpedia.org/resource/Crime_fiction,"Science fiction,",http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Stephen_King,,,,American,105246668,1917-04-05,1917-04-05,,http://dbpedia.org/resource/Robert_Bloch,"Novelist, short story writer",http://dbpedia.org/resource/Horror_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Clark_Ashton_Smith,"http://dbpedia.org/resource/Edward_Plunkett,_18th_Baron_of_Dunsany",http://dbpedia.org/resource/H._P._Lovecraft,http://dbpedia.org/resource/Alexandre_Dumas,http://dbpedia.org/resource/Edwin_Lester_Arnold,http://dbpedia.org/resource/Arthur_Conan_Doyle,http://dbpedia.org/resource/Edgar_Rice_Burroughs,http://dbpedia.org/resource/G._K._Chesterton,http://dbpedia.org/resource/Boxing,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Sword_and_sorcery,http://dbpedia.org/resource/David_Gemmell,http://dbpedia.org/resource/L._Sprague_de_Camp,http://dbpedia.org/resource/Ramsey_Campbell,http://dbpedia.org/resource/C._L._Moore,,41841537,1906-01-22,1906-01-22,Robert E. Howard,http://dbpedia.org/resource/Robert_E._Howard,"American short story writer, poet, novelist, epistolean",http://dbpedia.org/resource/Historical_fiction,http://dbpedia.org/resource/H._Rider_Haggard,http://dbpedia.org/resource/Western_fiction,,,,,http://dbpedia.org/resource/Jack_London,http://dbpedia.org/resource/Nathaniel_Hawthorne,http://dbpedia.org/resource/Plutarch,http://dbpedia.org/resource/Rafael_Sabatini,http://dbpedia.org/resource/Rudyard_Kipling,http://dbpedia.org/resource/Sax_Rohmer,,http://dbpedia.org/resource/Talbot_Mundy,http://dbpedia.org/resource/Thomas_Bulfinch,http://dbpedia.org/resource/Harold_Lamb,http://dbpedia.org/resource/Fritz_Leiber,http://dbpedia.org/resource/George_R._R._Martin,http://dbpedia.org/resource/Harry_Turtledove,http://dbpedia.org/resource/Leigh_Brackett,http://dbpedia.org/resource/Michael_Moorcock,http://dbpedia.org/resource/Poul_Anderson,http://dbpedia.org/resource/Lin_Carter,http://dbpedia.org/resource/Brian_McNaughton,http://dbpedia.org/resource/Charles_R._Saunders,http://dbpedia.org/resource/Helena_Blavatsky,,,,,,,,,http://dbpedia.org/resource/David_Drake,http://dbpedia.org/resource/Emil_Petaja,http://dbpedia.org/resource/Henry_Kuttner,http://dbpedia.org/resource/James_Reasoner,http://dbpedia.org/resource/John_Jakes,,,,,,,,,,http://dbpedia.org/resource/Karl_Edward_Wagner,http://dbpedia.org/resource/Richard_A._Lupoff,http://dbpedia.org/resource/Richard_L._Tierney,http://dbpedia.org/resource/Robert_Weinberg_(author),http://dbpedia.org/resource/Steven_Erikson,http://dbpedia.org/resource/Andrew_J._Offutt,http://dbpedia.org/resource/William_King_(author),http://dbpedia.org/resource/Paul_Kearney,http://dbpedia.org/resource/Matthew_Stover,http://dbpedia.org/resource/Dave_Sim,http://dbpedia.org/resource/Laurell_K._Hamilton,http://dbpedia.org/resource/S._M._Stirling,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Clark_Ashton_Smith,"http://dbpedia.org/resource/Edward_Plunkett,_18th_Baron_of_Dunsany",http://dbpedia.org/resource/H._P._Lovecraft,http://dbpedia.org/resource/Alexandre_Dumas,http://dbpedia.org/resource/Edwin_Lester_Arnold,http://dbpedia.org/resource/Arthur_Conan_Doyle,http://dbpedia.org/resource/Edgar_Rice_Burroughs,http://dbpedia.org/resource/G._K._Chesterton,http://dbpedia.org/resource/Boxing,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Sword_and_sorcery,http://dbpedia.org/resource/David_Gemmell,http://dbpedia.org/resource/L._Sprague_de_Camp,http://dbpedia.org/resource/Ramsey_Campbell,http://dbpedia.org/resource/C._L._Moore,,41841537,1906-01-22,1906-01-22,Robert E. Howard,http://dbpedia.org/resource/Robert_E._Howard,"American short story writer, poet, novelist, epistolean",http://dbpedia.org/resource/Historical_fiction,http://dbpedia.org/resource/H._Rider_Haggard,http://dbpedia.org/resource/Western_fiction,,,,,http://dbpedia.org/resource/Jack_London,http://dbpedia.org/resource/Nathaniel_Hawthorne,http://dbpedia.org/resource/Plutarch,http://dbpedia.org/resource/Rafael_Sabatini,http://dbpedia.org/resource/Rudyard_Kipling,http://dbpedia.org/resource/Sax_Rohmer,,http://dbpedia.org/resource/Talbot_Mundy,http://dbpedia.org/resource/Thomas_Bulfinch,http://dbpedia.org/resource/Harold_Lamb,http://dbpedia.org/resource/Fritz_Leiber,http://dbpedia.org/resource/George_R._R._Martin,http://dbpedia.org/resource/Harry_Turtledove,http://dbpedia.org/resource/Leigh_Brackett,http://dbpedia.org/resource/Michael_Moorcock,http://dbpedia.org/resource/Poul_Anderson,http://dbpedia.org/resource/Lin_Carter,http://dbpedia.org/resource/Brian_McNaughton,http://dbpedia.org/resource/Charles_R._Saunders,http://dbpedia.org/resource/Helena_Blavatsky,,,,,,,,,http://dbpedia.org/resource/David_Drake,http://dbpedia.org/resource/Emil_Petaja,http://dbpedia.org/resource/Henry_Kuttner,http://dbpedia.org/resource/James_Reasoner,http://dbpedia.org/resource/John_Jakes,,,,,,,,,,http://dbpedia.org/resource/Karl_Edward_Wagner,http://dbpedia.org/resource/Richard_A._Lupoff,http://dbpedia.org/resource/Richard_L._Tierney,http://dbpedia.org/resource/Robert_Weinberg_(author),http://dbpedia.org/resource/Steven_Erikson,http://dbpedia.org/resource/Andrew_J._Offutt,http://dbpedia.org/resource/William_King_(author),http://dbpedia.org/resource/Paul_Kearney,http://dbpedia.org/resource/Matthew_Stover,http://dbpedia.org/resource/Dave_Sim,http://dbpedia.org/resource/Laurell_K._Hamilton,http://dbpedia.org/resource/S._M._Stirling,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Clark_Ashton_Smith,"http://dbpedia.org/resource/Edward_Plunkett,_18th_Baron_of_Dunsany",http://dbpedia.org/resource/H._P._Lovecraft,http://dbpedia.org/resource/Alexandre_Dumas,http://dbpedia.org/resource/Edwin_Lester_Arnold,http://dbpedia.org/resource/Arthur_Conan_Doyle,http://dbpedia.org/resource/Edgar_Rice_Burroughs,http://dbpedia.org/resource/G._K._Chesterton,http://dbpedia.org/resource/Boxing,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Sword_and_sorcery,http://dbpedia.org/resource/David_Gemmell,http://dbpedia.org/resource/L._Sprague_de_Camp,http://dbpedia.org/resource/Ramsey_Campbell,http://dbpedia.org/resource/C._L._Moore,,41841537,1906-01-22,1906-01-22,Robert E. Howard,http://dbpedia.org/resource/Robert_E._Howard,"American short story writer, poet, novelist, epistolean",http://dbpedia.org/resource/Historical_fiction,http://dbpedia.org/resource/H._Rider_Haggard,http://dbpedia.org/resource/Western_fiction,,,,,http://dbpedia.org/resource/Jack_London,http://dbpedia.org/resource/Nathaniel_Hawthorne,http://dbpedia.org/resource/Plutarch,http://dbpedia.org/resource/Rafael_Sabatini,http://dbpedia.org/resource/Rudyard_Kipling,http://dbpedia.org/resource/Sax_Rohmer,,http://dbpedia.org/resource/Talbot_Mundy,http://dbpedia.org/resource/Thomas_Bulfinch,http://dbpedia.org/resource/Harold_Lamb,http://dbpedia.org/resource/Fritz_Leiber,http://dbpedia.org/resource/George_R._R._Martin,http://dbpedia.org/resource/Harry_Turtledove,http://dbpedia.org/resource/Leigh_Brackett,http://dbpedia.org/resource/Michael_Moorcock,http://dbpedia.org/resource/Poul_Anderson,http://dbpedia.org/resource/Lin_Carter,http://dbpedia.org/resource/Brian_McNaughton,http://dbpedia.org/resource/Charles_R._Saunders,http://dbpedia.org/resource/Helena_Blavatsky,,,,,,,,,http://dbpedia.org/resource/David_Drake,http://dbpedia.org/resource/Emil_Petaja,http://dbpedia.org/resource/Henry_Kuttner,http://dbpedia.org/resource/James_Reasoner,http://dbpedia.org/resource/John_Jakes,,,,,,,,,,http://dbpedia.org/resource/Karl_Edward_Wagner,http://dbpedia.org/resource/Richard_A._Lupoff,http://dbpedia.org/resource/Richard_L._Tierney,http://dbpedia.org/resource/Robert_Weinberg_(author),http://dbpedia.org/resource/Steven_Erikson,http://dbpedia.org/resource/Andrew_J._Offutt,http://dbpedia.org/resource/William_King_(author),http://dbpedia.org/resource/Paul_Kearney,http://dbpedia.org/resource/Matthew_Stover,http://dbpedia.org/resource/Dave_Sim,http://dbpedia.org/resource/Laurell_K._Hamilton,http://dbpedia.org/resource/S._M._Stirling,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Charles_Sanders_Peirce,http://dbpedia.org/resource/Hinduism,http://dbpedia.org/resource/Taoism,http://dbpedia.org/resource/F._S._C._Northrop,http://dbpedia.org/resource/Richard_McKeon,http://dbpedia.org/resource/William_James_Sidis,http://dbpedia.org/resource/Zen,http://dbpedia.org/resource/Henri_Poincaré,http://dbpedia.org/resource/Philosophical_fiction,,,,,,,USA,78757182,1928-09-06,1928-09-06,Robert M. Pirsig,http://dbpedia.org/resource/Robert_M._Pirsig,American writer and philosopher,,http://dbpedia.org/resource/Aristotle,,,,,,http://dbpedia.org/resource/Plato,http://dbpedia.org/resource/William_James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Ernst_Mach,http://dbpedia.org/resource/Fyodor_Dostoyevsky,http://dbpedia.org/resource/Arthur_Schnitzler,http://dbpedia.org/resource/Franz_Kafka,http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Ralph_Waldo_Emerson,,,Literary fiction,,,,,,,Austrian,46799598,1880-11-06,1880-11-06,Robert Musil,http://dbpedia.org/resource/Robert_Musil,Austrian writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Dante_Alighieri,,,,,,,,"Drama, fiction, poetry, screenplays, personal correspondence",,,http://dbpedia.org/resource/Theodor_W._Adorno,,,,Irish,7386737,1906-04-13,1906-04-13,Samuel Beckett,http://dbpedia.org/resource/Samuel_Beckett,"Irish novelist, playwright and poet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/H._P._Lovecraft,http://dbpedia.org/resource/J._R._R._Tolkien,http://dbpedia.org/resource/Ray_Bradbury,http://dbpedia.org/resource/Richard_Matheson,http://dbpedia.org/resource/William_Golding,http://dbpedia.org/resource/John_D._MacDonald,http://dbpedia.org/resource/Burton_Hatlen,http://dbpedia.org/resource/Don_Robertson_(author),"Horror, fantasy, science fiction, supernatural fiction, drama, gothic, genre fiction, dark fantasy, post-apocalyptic fiction",,,http://dbpedia.org/resource/Peter_David,http://dbpedia.org/resource/Damon_Lindelof,http://dbpedia.org/resource/Jeaniene_Frost,http://dbpedia.org/resource/J._J._Abrams,,97113511,1947-09-21,1947-09-21,Stephen King,http://dbpedia.org/resource/Stephen_King,American author,,http://dbpedia.org/resource/Shirley_Jackson,,,,,,http://dbpedia.org/resource/Bram_Stoker,http://dbpedia.org/resource/Edgar_Allan_Poe,http://dbpedia.org/resource/Elmore_Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Philip_K._Dick,,,,,,,,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Adventure_fiction,,,,,,American,85448856,1952-02-29,1952-02-29,Tim Powers,http://dbpedia.org/resource/Tim_Powers,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Philip_K._Dick,,,,,,,,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Adventure_fiction,,,,,,American,85448856,1952-02-29,1952-02-29,Tim Powers,http://dbpedia.org/resource/Tim_Powers,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Lyric_poetry,http://dbpedia.org/resource/Epic_poetry,http://dbpedia.org/resource/Satire,,,,,"Romanian, French",27072443,1896-04-16,1896-04-16,(Samuel  Rosenstock),http://dbpedia.org/resource/Tristan_Tzara,Dadaist poet,http://dbpedia.org/resource/Parody,,http://dbpedia.org/resource/Prose_poetry,http://dbpedia.org/resource/Utopian_and_dystopian_fiction,http://dbpedia.org/resource/Free_verse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Science_fiction,,,,,,American,101734435,1929-10-21,1929-10-21,Ursula K. Le Guin,http://dbpedia.org/resource/Ursula_K._Le_Guin,US novelist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,,,,,,,http://dbpedia.org/resource/Americans,79037788,1944-10-02,1944-10-02,Vernor Vinge,http://dbpedia.org/resource/Vernor_Vinge,"American mathematician, computer scientist, and science fiction writer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Lou_Reed,http://dbpedia.org/resource/David_Cronenberg,http://dbpedia.org/resource/Howard_Hawks,http://dbpedia.org/resource/Joanna_Russ,http://dbpedia.org/resource/Jorge_Luis_Borges,http://dbpedia.org/resource/Ursula_K._Le_Guin,http://dbpedia.org/resource/William_S._Burroughs,http://dbpedia.org/resource/Samuel_R._Delany,http://dbpedia.org/resource/Speculative_fiction,,,http://dbpedia.org/resource/Neal_Stephenson,http://dbpedia.org/resource/Charles_Stross,http://dbpedia.org/resource/Lewis_Call,http://dbpedia.org/resource/Cory_Doctorow,"American, Canadian",109517110,1948-03-17,1948-03-17,William Gibson,http://dbpedia.org/resource/William_Gibson,"American speculative fiction writer, cyberpunk pioneer",,http://dbpedia.org/resource/Dashiell_Hammett,,,,,,http://dbpedia.org/resource/Thomas_M._Disch,http://dbpedia.org/resource/Jayne_Anne_Phillips,http://dbpedia.org/resource/Manny_Farber,http://dbpedia.org/resource/Robert_Stone,http://dbpedia.org/resource/Alfred_Bester,http://dbpedia.org/resource/Thomas_Pynchon,,http://dbpedia.org/resource/Joseph_Cornell,http://dbpedia.org/resource/Gakuryū_Ishii,,http://dbpedia.org/resource/Scott_Westerfeld,http://dbpedia.org/resource/John_MacLachlan_Gray,http://dbpedia.org/resource/Rian_Johnson,http://dbpedia.org/resource/Linda_Nagata,http://dbpedia.org/resource/Richard_K._Morgan,http://www.amazon.com/gp/aw/d/B00BGBZDK4/ref=mp_s_a_1_1?qid=1370916053&sr=1-1&pi=SL75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
