influencedBy/0/values,influencedBy/1/values,influencedBy/2/values,influencedBy/3/values,influencedBy/4/values,influencedBy/5/values,influencedBy/6/values,influencedBy/7/values,genre/0/values,genre/1/values,genre/2/values,influenced/0/values,influenced/1/values,influenced/2/values,influenced/3/values,normnationality,vid,birthDate/0/values,normbirthdate,normname,URI,normdes,genre/3/values,influencedBy/8/values,genre/4/values,genre/5/values,genre/6/values,genre/7/values,genre/8/values,influencedBy/9/values,influencedBy/10/values,influencedBy/11/values,influencedBy/12/values,influencedBy/13/values,influencedBy/14/values,birthDate/1/values,influencedBy/15/values,influencedBy/16/values,influencedBy/17/values,influenced/4/values,influenced/5/values,influenced/6/values,influenced/7/values,influenced/8/values,influenced/9/values,influenced/10/values,influenced/11/values,influenced/12/values,influencedBy/18/values,influencedBy/19/values,influencedBy/20/values,influencedBy/21/values,influencedBy/22/values,influencedBy/23/values,influencedBy/24/values,influencedBy/25/values,influencedBy/26/values,influenced/13/values,influenced/14/values,influenced/15/values,influenced/16/values,influenced/17/values,genre/9/values,genre/10/values,genre/11/values,genre/12/values,influencedBy/27/values,influencedBy/28/values,influencedBy/29/values,influencedBy/30/values,influencedBy/31/values,influenced/18/values,influenced/19/values,influenced/20/values,influenced/21/values,influenced/22/values,influenced/23/values,influenced/24/values,influenced/25/values,influenced/26/values,influenced/27/values,influenced/28/values,influenced/29/values,influenced/30/values,influenced/31/values,genre/13/values,genre/14/values,genre/15/values,influenced/32/values,influenced/33/values,influenced/34/values,influenced/35/values,influenced/36/values,influenced/37/values,influenced/38/values,genre/16/values,genre/17/values,genre/18/values,genre/19/values,genre/20/values,genre/21/values,genre/22/values,genre/23/values,genre/24/values,genre/25/values
,,,,,,,,http://dbpedia.org/resource/Spy_fiction,http://dbpedia.org/resource/Thriller_(genre),http://dbpedia.org/resource/Historical_fiction,,,,,Scottish,77726533,,,Ross Laidlaw,http://dbpedia.org/resource/Ross_Laidlaw,British writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Non-fiction,,,,,,,American,74180543,1957-10-06,1957-10-06,Jonathan Alter,http://dbpedia.org/resource/Jonathan_Alter,American journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Adventure_fiction,http://dbpedia.org/resource/Fantasy,,,,,http://dbpedia.org/resource/Japanese_people,6142619,1951-01-01,1951-01-01,Baku Yumemakura,http://dbpedia.org/resource/Baku_Yumemakura,Japanese writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Adventure_fiction,http://dbpedia.org/resource/Fantasy,,,,,http://dbpedia.org/resource/Japanese_people,6142619,1951-01-01,1951-01-01,Baku Yumemakura,http://dbpedia.org/resource/Baku_Yumemakura,Japanese writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Fantasy_literature,http://dbpedia.org/resource/Science_fiction,,,,,,American,76897495,1957,1957,Deborah Chester,http://dbpedia.org/resource/Deborah_Chester,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Children's_literature,http://dbpedia.org/resource/List_of_feminist_literature,http://dbpedia.org/resource/Historical_fiction,,,,,http://dbpedia.org/resource/United_States,74361958,1928,1928,Jean Rikhoff,http://dbpedia.org/resource/Jean_Rikhoff,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Experimental_theatre,,,,,,Romanian,172979691,1959-01-08,1959-01-08,Ovidiu Pecican,http://dbpedia.org/resource/Ovidiu_Pecican,"historian, essayist, novelist, short story writer, literary critic, playwright, journalist, poet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Western_fiction,http://dbpedia.org/resource/Detective_fiction,,,,,,United States,45144491,1951,1951,Robert J. Randisi,http://dbpedia.org/resource/Robert_J._Randisi,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Western_fiction,http://dbpedia.org/resource/Detective_fiction,,,,,,United States,45144491,1951,1951,Robert J. Randisi,http://dbpedia.org/resource/Robert_J._Randisi,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Non-fiction, biography, poetry, novels",,,,,,,Scottish,47136932,1861-04-21,1861-04-21,Thomas Nicoll Hepburn,http://dbpedia.org/resource/Thomas_Nicoll_Hepburn,British writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Mystery_fiction,,,,,,,,35602972,1977-09-23,1977-09-23,Amelia Ellis,http://dbpedia.org/resource/Amelia_Ellis,British writer and photographer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Literary fiction,,,,,,,"American, French",11505002,1967-10-10,1967-10-10,Amanda Filipacchi,http://dbpedia.org/resource/Amanda_Filipacchi,Novelist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Action/Thriller/Science fiction,,,,,,,,41229644,,,Bill DeSmedt,http://dbpedia.org/resource/Bill_DeSmedt,American novelist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Non-fiction, history, biography, novels",,,,,,,Scottish,69179158,1867-05-06,1867-05-06,Rosaline Masson,http://dbpedia.org/resource/Rosaline_Masson,British writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Science fiction, fantasy",,,,,,,,76897647,1934-08-16,1934-08-16,Andrew J. Offutt,http://dbpedia.org/resource/Andrew_J._Offutt,"Author, editor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,fiction for children,,,,,,,Canadian,62867223,1913-05-03,1913-05-03,Joyce Barkhouse,http://dbpedia.org/resource/Joyce_Barkhouse,Writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Thriller_(genre),http://dbpedia.org/resource/Mystery_fiction,,,,,,http://dbpedia.org/resource/United_States,49229042,1915-02-05,1915-02-05,Margaret Millar,http://dbpedia.org/resource/Margaret_Millar,American-Canadian mystery and suspense writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Biography, drama, essays, fiction, literary criticism, non-fiction, poetry, short stories",,,,,,,British,34467427,1949-10-05,1949-10-05,Peter Ackroyd,http://dbpedia.org/resource/Peter_Ackroyd,English author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"fictional prose, essay, poetry, literary criticism",,,,,,,United States,32020505,1943-11-16,1943-11-16,Phillip Lopate,http://dbpedia.org/resource/Phillip_Lopate,American writer,,,,,,,,,,,,,,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Drama, poetry, novels, Christian fiction",,,,,,,,29998706,1894-09-19,1894-09-19,,http://dbpedia.org/resource/Rachel_Field,"Novelist, poet, children's author",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Children's and young adult fiction,,,,,,,,37524968,1936-02-28,1936-02-28,Robin Klein,http://dbpedia.org/resource/Robin_Klein,Australian writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Colum_McCann,http://dbpedia.org/resource/John_Irving,http://dbpedia.org/resource/John_Updike,http://dbpedia.org/resource/Marilynne_Robinson,http://dbpedia.org/resource/Raymond_Carver,http://dbpedia.org/resource/Alice_Munro,http://dbpedia.org/resource/Lorrie_Moore,http://dbpedia.org/resource/Ian_McEwan,Literary fiction,,,,,,,,14241191,1972,1972,Sandra Novack,http://dbpedia.org/resource/Sandra_Novack,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Paperback,http://dbpedia.org/resource/Gay_pulp_fiction,,,,,American,15069047,1937,1937,Victor J. Banis,http://dbpedia.org/resource/Victor_J._Banis,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Paperback,http://dbpedia.org/resource/Gay_pulp_fiction,,,,,American,15069047,1937,1937,Victor J. Banis,http://dbpedia.org/resource/Victor_J._Banis,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Young-adult_fiction,http://dbpedia.org/resource/Comedy,,,,,,http://dbpedia.org/resource/United_States,44579470,,,Zoey Dean,http://dbpedia.org/resource/Zoey_Dean,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,World War II fiction,,,,,,,American,14771646,1921-11-06,1921-11-06,James Jones,http://dbpedia.org/resource/James_Jones_(author),Novelist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Science fiction, fantasy, mystery novels",,,,,,,United States,106211583,1963-10-25,1963-10-25,John Gregory Betancourt,http://dbpedia.org/resource/John_Gregory_Betancourt,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Early_Irish_literature,http://dbpedia.org/resource/Aldous_Huxley,http://dbpedia.org/resource/Franz_Kafka,http://dbpedia.org/resource/James_Branch_Cabell,http://dbpedia.org/resource/James_Joyce,http://dbpedia.org/resource/Sheridan_Le_Fanu,http://dbpedia.org/resource/André_Gide,,http://dbpedia.org/resource/Metafiction,http://dbpedia.org/resource/Satire,,http://dbpedia.org/resource/Anthony_Burgess,http://dbpedia.org/resource/Jamie_O'Neill,http://dbpedia.org/resource/Robert_Anton_Wilson,http://dbpedia.org/resource/Spike_Milligan,,22146540,1911-10-05,1911-10-05,Brian O'Nolan,http://dbpedia.org/resource/Brian_O'Nolan,Irish writer,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Nicholson_Baker,http://dbpedia.org/resource/Amanda_Filipacchi,http://dbpedia.org/resource/John_Murray_(novelist),http://dbpedia.org/resource/Tommy_Tiernan,http://dbpedia.org/resource/Dylan_Moran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Science fiction, western",,,,,,,,56606076,1923-01-11,1923-01-11,Jerome Bixby,http://dbpedia.org/resource/Jerome_Bixby,"American short story writer, editor and scriptwriter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Children's and young adult fiction,,,http://dbpedia.org/resource/Audrey_Niffenegger,,,,United States,24722037,1928-10-05,1928-10-05,Louise Fitzhugh,http://dbpedia.org/resource/Louise_Fitzhugh,American children's writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Robert_E._Howard,http://dbpedia.org/resource/Karl_Edward_Wagner,http://dbpedia.org/resource/Steven_Pressfield,http://dbpedia.org/resource/Harold_Lamb,http://dbpedia.org/resource/Mary_Renault,,,,http://dbpedia.org/resource/Historical_fiction,,,,,,,American,85645617,1967-06-24,1967-06-24,Scott Oden,http://dbpedia.org/resource/Scott_Oden,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Horror_fiction,,http://dbpedia.org/resource/Poppy_Z._Brite,http://dbpedia.org/resource/Neil_Gaiman,http://dbpedia.org/resource/Richard_Matheson,http://dbpedia.org/resource/Stephen_King,,91864979,1916-12-14,1916-12-14,Shirley Jackson,http://dbpedia.org/resource/Shirley_Jackson,"Novelist, short story writer",,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Vanna_Bonta,http://dbpedia.org/resource/Brian_Freeman,http://dbpedia.org/resource/Nigel_Kneale,http://dbpedia.org/resource/Jonathan_Lethem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Horror_fiction,,http://dbpedia.org/resource/Poppy_Z._Brite,http://dbpedia.org/resource/Neil_Gaiman,http://dbpedia.org/resource/Richard_Matheson,http://dbpedia.org/resource/Stephen_King,,91864979,1916-12-14,1916-12-14,Shirley Jackson,http://dbpedia.org/resource/Shirley_Jackson,"Novelist, short story writer",,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Vanna_Bonta,http://dbpedia.org/resource/Brian_Freeman,http://dbpedia.org/resource/Nigel_Kneale,http://dbpedia.org/resource/Jonathan_Lethem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Science fiction,,,,,,,USA,65284452,1930-02-20,1930-02-20,Ardath Mayhar,http://dbpedia.org/resource/Ardath_Mayhar,American author and poet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Frank_Chodorov,http://dbpedia.org/resource/Frank_Meyer_(political_philosopher),,,,,,,Nonfiction,,,http://dbpedia.org/resource/Maggie_Gallagher,http://dbpedia.org/resource/Ann_Coulter,http://dbpedia.org/resource/Michael_Fumento,http://dbpedia.org/resource/John_Fund,http://dbpedia.org/resource/United_States,79282056,1934-07-20,1934-07-20,M. Stanton Evans,http://dbpedia.org/resource/M._Stanton_Evans,American journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,fiction,,,,,,,Canadian,114666394,1908-01-22,1908-01-22,Sinclair Ross,http://dbpedia.org/resource/Sinclair_Ross,Canadian banker and writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Fantasy, science fiction",,,,,,,Canadian,56766062,1957,1957,Tanya Huff,http://dbpedia.org/resource/Tanya_Huff,Canadian fantasy author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Crime_fiction,,,,,,American,91747864,,,Brian Hodge,http://dbpedia.org/resource/Brian_Hodge,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Crime_fiction,,,,,,American,91747864,,,Brian Hodge,http://dbpedia.org/resource/Brian_Hodge,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Tartan_Noir,http://dbpedia.org/resource/Crime_fiction,,,,,,http://dbpedia.org/resource/Scotland,25817663,,,Caro Ramsay,http://dbpedia.org/resource/Caro_Ramsay,British writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Children's and young adult fiction,,,,,,,American,91433475,1929-09-30,1929-09-30,Carol Fenner,http://dbpedia.org/resource/Carol_Fenner,American children's writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/J._R._R._Tolkien,,,,,,,,"fantasy, science fiction",,,,,,,,46882555,1956-02-12,1956-02-12,Joe Dever,http://dbpedia.org/resource/Joe_Dever,British writer and game designer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Kalyana_Sundaram_Mudaliar,,,,,,,,"Historic fiction, social fiction",,,,,,,Indian,66803206,1899-09-09,1899-09-09,R. Krishnamoorthy,http://dbpedia.org/resource/Kalki_Krishnamurthy,Indian writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Children's fantasy, science fiction, adventure novels",,,,,,,American,21622465,1972-03-25,1972-03-25,Kami Garcia,http://dbpedia.org/resource/Kami_Garcia,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Science_fiction,,,,,,American,111646557,1909-10-10,1909-10-10,Max Ehrlich,http://dbpedia.org/resource/Max_Simon_Ehrlich,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Science_fiction,,,,,,American,111646557,1909-10-10,1909-10-10,Max Ehrlich,http://dbpedia.org/resource/Max_Simon_Ehrlich,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,,,http://dbpedia.org/resource/Tony_Rothman,,,,http://dbpedia.org/resource/United_States,40618908,1919-11-30,1919-11-30,Milton A. Rothman,http://dbpedia.org/resource/Milton_A._Rothman,American academic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,fiction; biography,,,http://dbpedia.org/resource/Scouting,,,,United Kingdom,34458306,1945-01-27,1945-01-27,Tim Jeal,http://dbpedia.org/resource/Tim_Jeal,British writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Science fiction,,,,,,,American,26132115,1962-11-30,1962-11-30,Daniel Keys Moran,http://dbpedia.org/resource/Daniel_Keys_Moran,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Military history, science fiction",,,,,,,American,111077848,1927-09-14,1927-09-14,Martin Caidin,http://dbpedia.org/resource/Martin_Caidin,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Literary_fiction,,,,,,,Mexican and American,7328393,,,Chloe Aridjis,http://dbpedia.org/resource/Chloe_Aridjis,London based Mexican novelist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Mystery_fiction,,,,,,,American,92733166,1946-12-01,1946-12-01,Dale Furutani,http://dbpedia.org/resource/Dale_Furutani,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Literary_fiction,,,,,,,http://dbpedia.org/resource/United_States,66631918,1956-01-06,1956-01-06,Elizabeth Strout,http://dbpedia.org/resource/Elizabeth_Strout,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Science fiction and fantasy,,,http://dbpedia.org/resource/H._P._Lovecraft,http://dbpedia.org/resource/A._Merritt,,,http://dbpedia.org/resource/United_States,58922968,1883,1883,Gertrude Barrows Bennett,http://dbpedia.org/resource/Gertrude_Barrows_Bennett,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Horror_fiction,,,,,http://dbpedia.org/resource/United_States,58949629,1909-09-24,1909-09-24,Howard Wandrei,http://dbpedia.org/resource/Howard_Wandrei,American writer,http://dbpedia.org/resource/Mystery_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Horror_fiction,,,,,http://dbpedia.org/resource/United_States,58949629,1909-09-24,1909-09-24,Howard Wandrei,http://dbpedia.org/resource/Howard_Wandrei,American writer,http://dbpedia.org/resource/Mystery_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Horror_fiction,,,,,http://dbpedia.org/resource/United_States,58949629,1909-09-24,1909-09-24,Howard Wandrei,http://dbpedia.org/resource/Howard_Wandrei,American writer,http://dbpedia.org/resource/Mystery_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Lost_World_(genre),http://dbpedia.org/resource/Mystery_fiction,,,,,,,40874084,1893-04-29,1893-04-29,Jeremy Lane,http://dbpedia.org/resource/Jeremy_Lane_(writer),American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Poetry,http://dbpedia.org/resource/Non-fiction,http://dbpedia.org/resource/Fiction,,,,,,73298592,1967,1967,Phil Henderson,http://dbpedia.org/resource/Phil_Henderson_(writer),Writer,,,,,,,,,,,,,,1967-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Appalachian fiction, Children's literature",,,,,,,American,91290114,1899-02-02,1899-02-02,,http://dbpedia.org/resource/Rebecca_Caudill,American children's writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Ray_Bradbury,http://dbpedia.org/resource/Stephen_King,http://dbpedia.org/resource/Nathaniel_Hawthorne,http://dbpedia.org/resource/William_Shakespeare,,,,,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Horror_fiction,,,,,,,9424138,1949-02-03,1949-02-03,Rick Hautala,http://dbpedia.org/resource/Rick_Hautala,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Ray_Bradbury,http://dbpedia.org/resource/Stephen_King,http://dbpedia.org/resource/Nathaniel_Hawthorne,http://dbpedia.org/resource/William_Shakespeare,,,,,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Horror_fiction,,,,,,,9424138,1949-02-03,1949-02-03,Rick Hautala,http://dbpedia.org/resource/Rick_Hautala,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
