influencedBy/0/values,influencedBy/1/values,influencedBy/2/values,influencedBy/3/values,influencedBy/4/values,influencedBy/5/values,influencedBy/6/values,influencedBy/7/values,genre/0/values,genre/1/values,genre/2/values,influenced/0/values,influenced/1/values,influenced/2/values,influenced/3/values,normnationality,vid,birthDate/0/values,normbirthdate,name/0/values,name/1/values,normname,URI,description/0/values,normdes,nationality/0/values,name/2/values,genre/3/values,nationality/1/values,influencedBy/8/values,genre/4/values,genre/5/values,genre/6/values,genre/7/values,genre/8/values,influencedBy/9/values,influencedBy/10/values,influencedBy/11/values,influencedBy/12/values,influencedBy/13/values,influencedBy/14/values,description/1/values,birthDate/1/values,influencedBy/15/values,influencedBy/16/values,influencedBy/17/values,influenced/4/values,influenced/5/values,influenced/6/values,influenced/7/values,influenced/8/values,influenced/9/values,influenced/10/values,influenced/11/values,influenced/12/values,influencedBy/18/values,influencedBy/19/values,influencedBy/20/values,influencedBy/21/values,influencedBy/22/values,influencedBy/23/values,influencedBy/24/values,influencedBy/25/values,influencedBy/26/values,influenced/13/values,influenced/14/values,influenced/15/values,influenced/16/values,influenced/17/values,name/3/values,name/4/values,genre/9/values,genre/10/values,genre/11/values,genre/12/values,influencedBy/27/values,influencedBy/28/values,influencedBy/29/values,influencedBy/30/values,influencedBy/31/values,influenced/18/values,influenced/19/values,influenced/20/values,influenced/21/values,influenced/22/values,influenced/23/values,influenced/24/values,influenced/25/values,influenced/26/values,influenced/27/values,influenced/28/values,influenced/29/values,influenced/30/values,influenced/31/values,genre/13/values,genre/14/values,genre/15/values,influenced/32/values,influenced/33/values,influenced/34/values,influenced/35/values,influenced/36/values,influenced/37/values,influenced/38/values,genre/16/values,genre/17/values,genre/18/values,genre/19/values,genre/20/values,genre/21/values,genre/22/values,genre/23/values,genre/24/values,genre/25/values,name/5/values,name/6/values,name/7/values,name/8/values,name/9/values,name/10/values
,,,,,,,,http://dbpedia.org/resource/Non-fiction,,,,,,,,133939150,1951-07-04,1951-07-04,Marshall Ulrich,"Ulrich, Marshall",Marshall Ulrich,http://dbpedia.org/resource/Marshall_Ulrich,American ultramarathon runner,American ultramarathon runner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Romance_novel,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Erotica,,,,,American,79567390,1969,1969,MaryJanice Davidson,"Davidson, MaryJanice",MaryJanice Davidson,http://dbpedia.org/resource/MaryJanice_Davidson,American writer,American writer,American,,http://dbpedia.org/resource/Fantasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Horror, drama, gothic, genre fiction",,,,,,,,58105775,1946,1946,Mort Castle,"Castle, Mort",Mort Castle,http://dbpedia.org/resource/Mort_Castle,American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Neo-noir,Crime fiction,Literary fiction,,,,,American,166532421,1975-10-18,1975-10-18,"Pizzolatto, Nic",Nic Pizzolatto,Nic Pizzolatto,http://dbpedia.org/resource/Nic_Pizzolatto,American writer,American writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Neo-noir,Crime fiction,Literary fiction,,,,,American,166532421,1975-10-18,1975-10-18,"Pizzolatto, Nic",Nic Pizzolatto,Nic Pizzolatto,http://dbpedia.org/resource/Nic_Pizzolatto,American writer,American writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Speculative_fiction,,,,,,,http://dbpedia.org/resource/United_States,36396639,1955,1955,Nisi Shawl,"Shawl, Nisi",Nisi Shawl,http://dbpedia.org/resource/Nisi_Shawl,American writer,American writer,http://dbpedia.org/resource/United_States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Young-adult_fiction,http://dbpedia.org/resource/Science_fiction,,,,,,,31424448,1964-06-05,1964-06-05,PJ Haarsma,"Haarsma, Philip Jon",PJ Haarsma,http://dbpedia.org/resource/PJ_Haarsma,"novelist, children's literature","novelist, children's literature",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Young-adult_fiction,http://dbpedia.org/resource/Science_fiction,,,,,,,31424448,1964-06-05,1964-06-05,PJ Haarsma,"Haarsma, Philip Jon",PJ Haarsma,http://dbpedia.org/resource/PJ_Haarsma,"novelist, children's literature","novelist, children's literature",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Ernest_Hemingway,http://dbpedia.org/resource/Robert_A._Heinlein,http://dbpedia.org/resource/Ursula_K._Le_Guin,http://dbpedia.org/resource/William_Gibson,http://dbpedia.org/resource/Cormac_McCarthy,,,,"Biopunk, science fiction, young-adult novels",,,,,,,American,49036392,1972-08-06,1972-08-06,Paolo Bacigalupi,"Bacigalupi, Paolo",Paolo Bacigalupi,http://dbpedia.org/resource/Paolo_Bacigalupi,American science fiction writer,American science fiction writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fantasy,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Adventure,,,,,http://dbpedia.org/resource/United_States,186810040,1982-07-08,1982-07-08,Pendleton Ward,"Ward, Pendleton",Pendleton Ward,http://dbpedia.org/resource/Pendleton_Ward,American animator,American animator,http://dbpedia.org/resource/United_States,,http://dbpedia.org/resource/Comedy-drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Nevil_Shute,,,,,,,,http://dbpedia.org/resource/Science_fiction,,,,,,,,48273858,1914-04-28,1914-04-28,Philip E. High,"High, Philip E.",Philip E. High,http://dbpedia.org/resource/Philip_E._High,British writer,British writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/J._R._R._Tolkien,http://dbpedia.org/resource/Stephen_King,http://dbpedia.org/resource/Tim_Powers,http://dbpedia.org/resource/Elmer_Kelton,http://dbpedia.org/resource/John_D._MacDonald,http://dbpedia.org/resource/James_Reasoner,http://dbpedia.org/resource/Edgar_Allan_Poe,http://dbpedia.org/resource/Edgar_Rice_Burroughs,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Suspense,http://dbpedia.org/resource/Western_(genre),,,,,,120510237,1968-03-06,1968-03-06,"Starr, Richard Dean",Richard Dean Starr,Richard Dean Starr,http://dbpedia.org/resource/Richard_Dean_Starr,"Americanscience fictionauthor, editor, journalist, screenwriter","Americanscience fictionauthor, editor, journalist, screenwriter",,,http://dbpedia.org/resource/Science_fiction,,http://dbpedia.org/resource/Max_Brand,http://dbpedia.org/resource/Horror_fiction,,,,,http://dbpedia.org/resource/Zane_Grey,http://dbpedia.org/resource/Loren_D._Estleman,http://dbpedia.org/resource/Robert_B._Parker,http://dbpedia.org/resource/Dean_Koontz,http://dbpedia.org/resource/Stuart_Woods,http://dbpedia.org/resource/Philip_José_Farmer,"American science fiction author, editor, journalist, screenwriter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/J._R._R._Tolkien,http://dbpedia.org/resource/Stephen_King,http://dbpedia.org/resource/Tim_Powers,http://dbpedia.org/resource/Elmer_Kelton,http://dbpedia.org/resource/John_D._MacDonald,http://dbpedia.org/resource/James_Reasoner,http://dbpedia.org/resource/Edgar_Allan_Poe,http://dbpedia.org/resource/Edgar_Rice_Burroughs,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Suspense,http://dbpedia.org/resource/Western_(genre),,,,,,120510237,1968-03-06,1968-03-06,"Starr, Richard Dean",Richard Dean Starr,Richard Dean Starr,http://dbpedia.org/resource/Richard_Dean_Starr,"Americanscience fictionauthor, editor, journalist, screenwriter","Americanscience fictionauthor, editor, journalist, screenwriter",,,http://dbpedia.org/resource/Science_fiction,,http://dbpedia.org/resource/Max_Brand,http://dbpedia.org/resource/Horror_fiction,,,,,http://dbpedia.org/resource/Zane_Grey,http://dbpedia.org/resource/Loren_D._Estleman,http://dbpedia.org/resource/Robert_B._Parker,http://dbpedia.org/resource/Dean_Koontz,http://dbpedia.org/resource/Stuart_Woods,http://dbpedia.org/resource/Philip_José_Farmer,"American science fiction author, editor, journalist, screenwriter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Grace_Paley,http://dbpedia.org/resource/Jean_Rhys,http://dbpedia.org/resource/Jean_Genet,http://dbpedia.org/resource/James_Joyce,http://dbpedia.org/resource/Walt_Whitman,http://dbpedia.org/resource/Tillie_Olsen,,,http://dbpedia.org/resource/Non-fiction,http://dbpedia.org/resource/Poetry,http://dbpedia.org/resource/Gay_literature,,,,,,34384553,1949,1949,Richard McCann,"McCann, Richard",Richard McCann,http://dbpedia.org/resource/Richard_McCann,American writer and academic,American writer and academic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Greek_mythology,http://dbpedia.org/resource/Roman_mythology,http://dbpedia.org/resource/Egyptian_mythology,,,,,,http://dbpedia.org/resource/Detective_fiction,http://dbpedia.org/resource/Mythology,http://dbpedia.org/resource/Fantasy,,,,,United States,60214017,1964-06-05,1964-06-05,"Riordan, Rick",Magnus Chase and the Gods of Asgard,Magnus Chase and the Gods of Asgard,http://dbpedia.org/resource/Rick_Riordan,American writer,American writer,United States,Rick Riordan,http://dbpedia.org/resource/Norse_mythology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Literature,,,,,American,169980485,1965-09-12,1965-09-12,"Jeschonek, Robert T.",Robert T. Jeschonek,Robert T. Jeschonek,http://dbpedia.org/resource/Robert_T._Jeschonek,American fiction writer,American fiction writer,American,,http://dbpedia.org/resource/Poetry,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Slipstream_(genre),http://dbpedia.org/resource/Young-adult_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Literature,,,,,American,169980485,1965-09-12,1965-09-12,"Jeschonek, Robert T.",Robert T. Jeschonek,Robert T. Jeschonek,http://dbpedia.org/resource/Robert_T._Jeschonek,American fiction writer,American fiction writer,American,,http://dbpedia.org/resource/Poetry,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Slipstream_(genre),http://dbpedia.org/resource/Young-adult_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Literature,,,,,American,169980485,1965-09-12,1965-09-12,"Jeschonek, Robert T.",Robert T. Jeschonek,Robert T. Jeschonek,http://dbpedia.org/resource/Robert_T._Jeschonek,American fiction writer,American fiction writer,American,,http://dbpedia.org/resource/Poetry,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Slipstream_(genre),http://dbpedia.org/resource/Young-adult_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Christian fiction,,,,,,,,79435228,,,Robin Jones Gunn,"Gunn, Robin Jones",Robin Jones Gunn,http://dbpedia.org/resource/Robin_Jones_Gunn,American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Romance_novel,http://dbpedia.org/resource/Science_fiction,,,,,,http://dbpedia.org/resource/United_States,38950904,,,Susan Sizemore,"Sizemore, Susan",Susan Sizemore,http://dbpedia.org/resource/Susan_Sizemore,American author,American author,http://dbpedia.org/resource/United_States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,,,,,,,,167207187,1970,1970,Syne Mitchell,"Mitchell, Syne",Syne Mitchell,http://dbpedia.org/resource/Syne_Mitchell,American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Jean_Rhys,http://dbpedia.org/resource/Joy_Williams_(American_writer),http://dbpedia.org/resource/Noah_Cicero,http://dbpedia.org/resource/Richard_Yates_(novelist),http://dbpedia.org/resource/Lydia_Davis,http://dbpedia.org/resource/Ann_Beattie,http://dbpedia.org/resource/Arthur_Schopenhauer,http://dbpedia.org/resource/Fernando_Pessoa,http://dbpedia.org/resource/Poetry,http://dbpedia.org/resource/Literary_fiction,http://dbpedia.org/resource/Kmart_realism,http://dbpedia.org/resource/Mira_Gonzalez,http://dbpedia.org/resource/Zachary_German,,,United States,161951272,1983-07-02,1983-07-02,Tao Lin,"Lin, Tao",Tao Lin,http://dbpedia.org/resource/Tao_Lin,American poet,American poet,United States,,,,http://dbpedia.org/resource/Frederick_Barthelme,,,,,,http://dbpedia.org/resource/Lorrie_Moore,http://dbpedia.org/resource/Terence_McKenna,http://dbpedia.org/resource/Matthew_Rohrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/True_crime,http://dbpedia.org/resource/Non-fiction,,,,,,,9979707,1948,1948,Teresa Carpenter,"Carpenter, Teresa",Teresa Carpenter,http://dbpedia.org/resource/Teresa_Carpenter,"Author, writer","Author, writer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Science fiction,,,,,,,Australian,70412921,1947-03-21,1947-03-21,Terry Dowling,"Dowling, Terry",Terry Dowling,http://dbpedia.org/resource/Terry_Dowling,Australian writer,Australian writer,Australian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Gonzo_journalism,http://dbpedia.org/resource/Non-fiction,http://dbpedia.org/resource/Travel,,,,,,100483794,1975-11-24,1975-11-24,"Kohnstamm, Thomas",Thomas Kohnstamm,Thomas Kohnstamm,http://dbpedia.org/resource/Thomas_Kohnstamm,American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Noir_fiction,,,,,American,85556764,1965,1965,"Piccirilli, Thomas",Tom Piccirilli,Tom Piccirilli,http://dbpedia.org/resource/Thomas_Piccirilli,American writer,American writer,American,,http://dbpedia.org/resource/Crime_fiction,,,http://dbpedia.org/resource/Poetry,http://dbpedia.org/resource/Hardboiled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Noir_fiction,,,,,American,85556764,1965,1965,"Piccirilli, Thomas",Tom Piccirilli,Tom Piccirilli,http://dbpedia.org/resource/Thomas_Piccirilli,American writer,American writer,American,,http://dbpedia.org/resource/Crime_fiction,,,http://dbpedia.org/resource/Poetry,http://dbpedia.org/resource/Hardboiled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Noir_fiction,,,,,American,85556764,1965,1965,"Piccirilli, Thomas",Tom Piccirilli,Tom Piccirilli,http://dbpedia.org/resource/Thomas_Piccirilli,American writer,American writer,American,,http://dbpedia.org/resource/Crime_fiction,,,http://dbpedia.org/resource/Poetry,http://dbpedia.org/resource/Hardboiled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/H._P._Lovecraft,http://dbpedia.org/resource/Oscar_Wilde,http://dbpedia.org/resource/William_Shakespeare,,,,,,http://dbpedia.org/resource/Dark_fantasy,http://dbpedia.org/resource/Horror_fiction,,,,,,http://dbpedia.org/resource/United_States,66373476,1951-05-03,1951-05-03,Wilum 'Hopfrog' Pugmire,"Pugmire, W. H.",Wilum 'Hopfrog' Pugmire,http://dbpedia.org/resource/W._H._Pugmire,American horror writer,American horror writer,http://dbpedia.org/resource/United_States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Baseball,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Young-adult_fiction,,,,,,8823009,1950,1950,"Weaver, Will",Will Weaver,Will Weaver,http://dbpedia.org/resource/Will_Weaver,American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Screenwriting,,,,,,,112227837,1941,1941,William Hjortsberg,"Hjortsberg, William",William Hjortsberg,http://dbpedia.org/resource/William_Hjortsberg,American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Science_fiction,,,,,,American,182783588,1973-01-12,1973-01-12,A. Lee Martinez,"Martinez, A. Lee",A. Lee Martinez,http://dbpedia.org/resource/A._Lee_Martinez,Author,Author,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Mystery_fiction,,,,,,,http://dbpedia.org/resource/Americans,68987175,1954,1954,"Klavan, Andrew",,,http://dbpedia.org/resource/Andrew_Klavan,Novelist,Novelist,http://dbpedia.org/resource/Americans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Non-fiction,,,,,,,,57224916,1937-09-03,1937-09-03,Ann Jones,"Jones, Ann",Ann Jones,http://dbpedia.org/resource/Ann_Jones_(author),American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Young-adult_fiction,,,,,,,American,19069366,1971-09-11,1971-09-11,Barry Lyga,"Lyga, Barry",Barry Lyga,http://dbpedia.org/resource/Barry_Lyga,American writer,American writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Raymond_Chandler,http://dbpedia.org/resource/Woody_Allen,http://dbpedia.org/resource/Mark_Leyner,http://dbpedia.org/resource/Steve_Aylett,,,,,http://dbpedia.org/resource/Comedy,http://dbpedia.org/resource/Bizarro_fiction,http://dbpedia.org/resource/Science_fiction,,,,,American,232427456,1978-12-28,1978-12-28,Bradley Sands,"Sands, Bradley",Bradley Sands,http://dbpedia.org/resource/Bradley_Sands,American writer,American writer,American,,http://dbpedia.org/resource/Absurdist_fiction,,,http://dbpedia.org/resource/Transgressive_fiction,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Irrealism_(the_arts),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Raymond_Chandler,http://dbpedia.org/resource/Woody_Allen,http://dbpedia.org/resource/Mark_Leyner,http://dbpedia.org/resource/Steve_Aylett,,,,,http://dbpedia.org/resource/Comedy,http://dbpedia.org/resource/Bizarro_fiction,http://dbpedia.org/resource/Science_fiction,,,,,American,232427456,1978-12-28,1978-12-28,Bradley Sands,"Sands, Bradley",Bradley Sands,http://dbpedia.org/resource/Bradley_Sands,American writer,American writer,American,,http://dbpedia.org/resource/Absurdist_fiction,,,http://dbpedia.org/resource/Transgressive_fiction,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Irrealism_(the_arts),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Raymond_Chandler,http://dbpedia.org/resource/Woody_Allen,http://dbpedia.org/resource/Mark_Leyner,http://dbpedia.org/resource/Steve_Aylett,,,,,http://dbpedia.org/resource/Comedy,http://dbpedia.org/resource/Bizarro_fiction,http://dbpedia.org/resource/Science_fiction,,,,,American,232427456,1978-12-28,1978-12-28,Bradley Sands,"Sands, Bradley",Bradley Sands,http://dbpedia.org/resource/Bradley_Sands,American writer,American writer,American,,http://dbpedia.org/resource/Absurdist_fiction,,,http://dbpedia.org/resource/Transgressive_fiction,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Irrealism_(the_arts),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Raymond_Chandler,http://dbpedia.org/resource/Woody_Allen,http://dbpedia.org/resource/Mark_Leyner,http://dbpedia.org/resource/Steve_Aylett,,,,,http://dbpedia.org/resource/Comedy,http://dbpedia.org/resource/Bizarro_fiction,http://dbpedia.org/resource/Science_fiction,,,,,American,232427456,1978-12-28,1978-12-28,Bradley Sands,"Sands, Bradley",Bradley Sands,http://dbpedia.org/resource/Bradley_Sands,American writer,American writer,American,,http://dbpedia.org/resource/Absurdist_fiction,,,http://dbpedia.org/resource/Transgressive_fiction,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Irrealism_(the_arts),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Raymond_Chandler,http://dbpedia.org/resource/Woody_Allen,http://dbpedia.org/resource/Mark_Leyner,http://dbpedia.org/resource/Steve_Aylett,,,,,http://dbpedia.org/resource/Comedy,http://dbpedia.org/resource/Bizarro_fiction,http://dbpedia.org/resource/Science_fiction,,,,,American,232427456,1978-12-28,1978-12-28,Bradley Sands,"Sands, Bradley",Bradley Sands,http://dbpedia.org/resource/Bradley_Sands,American writer,American writer,American,,http://dbpedia.org/resource/Absurdist_fiction,,,http://dbpedia.org/resource/Transgressive_fiction,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Irrealism_(the_arts),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Stephen_King,http://dbpedia.org/resource/Richard_Laymon,http://dbpedia.org/resource/Jack_Ketchum,,,,,,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Thriller_(genre),http://dbpedia.org/resource/Speculative_fiction,,,,,Australian,122741557,1978,1978,Brett McBean,"McBean, Brett",Brett McBean,http://dbpedia.org/resource/Brett_McBean,Australian writer,Australian writer,Australian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Stephen_King,http://dbpedia.org/resource/Richard_Laymon,http://dbpedia.org/resource/Jack_Ketchum,,,,,,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Thriller_(genre),http://dbpedia.org/resource/Speculative_fiction,,,,,Australian,122741557,1978,1978,Brett McBean,"McBean, Brett",Brett McBean,http://dbpedia.org/resource/Brett_McBean,Australian writer,Australian writer,Australian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
